state_ut,district,Year,rape,kidnapping_and_abduction,dowry_deaths,women_assault,women_modesty_insult,husband_relatives_cruelty,girls_importation
Uttar Pradesh,Badaun,2010,22,69,48,49,0,41,0
Uttar Pradesh,Baghpat,2010,14,41,14,13,0,87,0
Uttar Pradesh,Bahraich,2010,25,127,42,40,1,83,0
Uttar Pradesh,Ballia,2010,4,28,30,14,0,24,0
Uttar Pradesh,Balrampur,2010,11,27,5,7,0,16,0
Uttar Pradesh,Banda,2010,22,34,20,39,0,37,0
Uttar Pradesh,Barabanki,2010,22,90,20,34,0,97,0
Uttar Pradesh,Bareilly,2010,44,163,55,97,0,214,0
Uttar Pradesh,Basti,2010,8,30,14,7,0,17,0
Uttar Pradesh,Bijnor,2010,40,100,27,56,0,254,0
Uttar Pradesh,Bulandshahar,2010,24,127,40,60,0,327,0
Uttar Pradesh,Chandoli,2010,3,12,15,6,0,67,0
Uttar Pradesh,Chitrakoot Dham,2010,15,13,15,23,0,16,0
Uttar Pradesh,Csm Nagar,2010,30,75,13,17,0,9,0
Uttar Pradesh,Deoria,2010,4,18,21,4,0,9,0
Uttar Pradesh,Etah,2010,11,60,30,45,0,72,0
Uttar Pradesh,Etawah,2010,4,44,29,19,0,81,0
Uttar Pradesh,Faizabad,2010,16,69,18,27,0,16,0
Uttar Pradesh,Fatehgarh,2010,11,55,24,26,0,30,0
Uttar Pradesh,Fatehpur,2010,33,57,42,53,2,83,0
Uttar Pradesh,Firozabad,2010,18,78,54,33,0,83,0
Uttar Pradesh,G.R.P.,2010,1,6,3,20,0,0,0
Uttar Pradesh,Gautambudh Nagar,2010,39,77,19,41,0,132,0
Uttar Pradesh,Ghaziabad,2010,44,285,69,77,0,536,0
Uttar Pradesh,Ghazipur,2010,5,15,32,12,0,41,0
Uttar Pradesh,Gonda,2010,9,67,47,30,0,6,0
Uttar Pradesh,Gorakhpur,2010,45,199,61,69,0,266,0
Uttar Pradesh,Hamirpur,2010,6,13,15,25,0,22,0
Uttar Pradesh,Hardoi,2010,20,73,24,50,0,55,0
Uttar Pradesh,Hathras,2010,24,60,30,45,0,107,0
Uttar Pradesh,J.P.Nagar,2010,24,52,21,25,0,69,0
Uttar Pradesh,Jalaun,2010,5,28,23,28,0,32,0
Uttar Pradesh,Jaunpur,2010,12,60,39,32,0,57,0
Uttar Pradesh,Jhansi,2010,9,32,32,43,1,7,0
Uttar Pradesh,Kannauj,2010,7,43,22,23,0,39,0
Uttar Pradesh,Kanpur Nagar,2010,42,263,92,118,7,447,0
Uttar Pradesh,Kanshiram Nagar,2010,10,35,26,23,0,28,0
Uttar Pradesh,Kaushambi,2010,12,29,22,33,0,59,0
Uttar Pradesh,Khiri,2010,26,80,37,37,0,33,0
Uttar Pradesh,Kushi Nagar,2010,11,25,25,13,0,12,0
Uttar Pradesh,Lalitpur,2010,7,9,8,17,0,17,0
Uttar Pradesh,Lucknow,2010,75,320,66,155,0,745,0
Uttar Pradesh,Maharajganj,2010,16,45,14,11,0,50,0
Uttar Pradesh,Mahoba,2010,9,15,14,28,0,18,0
Uttar Pradesh,Mainpuri,2010,15,66,28,37,0,16,0
Uttar Pradesh,Mathura,2010,24,79,29,49,0,219,0
Uttar Pradesh,Mau,2010,10,41,17,30,0,49,0
Uttar Pradesh,Meerut,2010,64,147,43,91,0,344,0
Uttar Pradesh,Mirzapur,2010,2,3,25,4,0,137,0
Uttar Pradesh,Moradabad,2010,66,184,41,76,0,268,0
Uttar Pradesh,Muzaffarnagar,2010,34,174,40,52,0,341,0
Uttar Pradesh,Pilibhit,2010,16,54,30,25,0,113,0
Uttar Pradesh,Pratapgarh,2010,23,64,34,25,0,74,0
Uttar Pradesh,Raibareilly,2010,27,47,20,39,0,63,0
Uttar Pradesh,Ramabai Nagar,2010,12,80,22,38,0,88,0
Uttar Pradesh,Rampur,2010,65,96,23,44,0,121,0
Uttar Pradesh,Saharanpur,2010,11,35,26,20,0,140,0
Uttar Pradesh,Sant Kabirnagar,2010,24,44,6,17,0,25,0
Uttar Pradesh,Shahjahanpur,2010,45,85,50,44,0,12,0
Uttar Pradesh,Shrawasti,2010,14,23,16,19,0,3,0
Uttar Pradesh,Sidharthnagar,2010,8,38,15,17,0,33,0
Uttar Pradesh,Sitapur,2010,11,109,45,54,0,111,0
Uttar Pradesh,Sonbhadra,2010,21,20,20,13,0,16,0
Uttar Pradesh,St.Ravidasnagar,2010,1,9,11,3,0,8,0
Uttar Pradesh,Sultanpur,2010,14,49,16,41,0,62,0
Uttar Pradesh,Unnao,2010,32,76,26,57,0,74,0
Uttar Pradesh,Varanasi,2010,9,71,26,14,0,166,0
Uttar Pradesh,Total,2010,1563,5468,2217,2793,11,7978,0
Uttarakhand,Almora,2010,3,5,4,3,0,4,0
Uttarakhand,Bageshwar,2010,2,2,2,3,1,1,0
Uttarakhand,Chamoli,2010,1,0,0,3,0,1,0
Uttarakhand,Champawat,2010,1,0,1,1,0,0,0
Uttarakhand,Dehradun,2010,37,57,12,26,74,117,0
Uttarakhand,Haridwar,2010,28,71,15,31,67,103,0
Uttarakhand,Nainital,2010,13,29,5,15,17,15,0
Uttarakhand,Pauri Garhwal,2010,4,3,4,5,3,7,0
Uttarakhand,Pithoragarh,2010,3,5,1,5,0,6,0
Uttarakhand,Rudra Prayag,2010,5,3,6,3,1,1,0
Uttarakhand,Tehri Garhwal,2010,1,2,2,6,0,1,0
Uttarakhand,Udhamsingh Nagar,2010,22,69,23,23,0,75,0
Uttarakhand,Uttarkashi,2010,1,3,0,1,2,3,0
Uttarakhand,Total,2010,121,249,75,125,165,334,0
West Bengal,24 Parganas North,2010,173,292,71,174,8,2378,5
West Bengal,24 Parganas South,2010,258,215,48,113,0,2879,0
West Bengal,Asansol,2010,18,13,19,13,0,310,0
West Bengal,Bankura,2010,36,45,18,59,2,279,0
West Bengal,Birbhum,2010,44,29,25,48,0,301,0
West Bengal,Burdwan,2010,72,69,28,93,0,693,0
West Bengal,Coochbehar,2010,143,170,12,62,0,535,0
West Bengal,Dakshin Dinajpur,2010,56,87,19,77,0,264,0
West Bengal,Darjeeling,2010,36,75,2,57,7,158,0
West Bengal,Hooghly,2010,52,87,12,47,0,694,0
West Bengal,Howrah,2010,59,154,31,121,0,1078,0
West Bengal,Howrah G.R.P.,2010,0,4,0,8,0,0,0
West Bengal,Jalpaiguri,2010,180,206,12,269,0,649,0
West Bengal,Kharagpur G.R.P.,2010,0,1,0,0,0,0,0
West Bengal,Kolkata,2010,32,91,12,226,133,400,3
West Bengal,Malda,2010,167,122,6,139,1,621,0
West Bengal,Murshidabad,2010,526,441,45,609,6,2927,0
West Bengal,Nadia,2010,167,339,65,102,4,1586,0
West Bengal,Paschim Midnapur,2010,67,101,18,70,1,669,0
West Bengal,Purab Midnapur,2010,51,120,27,16,0,702,0
West Bengal,Purulia,2010,42,0,13,60,0,194,0
West Bengal,Sealdah G.R.P.,2010,2,3,2,5,0,2,0
West Bengal,Siliguri G.R.P.,2010,0,1,0,3,0,0,0
West Bengal,Uttar Dinajpur,2010,130,99,22,94,1,477,0
West Bengal,Total,2010,2311,2764,507,2465,163,17796,8
A & N Islands,Andaman,2010,23,8,0,31,10,9,0
A & N Islands,Nicobar,2010,1,0,0,0,0,0,0
A & N Islands,Total,2010,24,8,0,31,10,9,0
Chandigarh,Chandigarh,2010,31,28,5,29,4,41,0
Chandigarh,Total,2010,31,28,5,29,4,41,0
D & N Haveli,D And N Haveli,2010,3,10,0,11,2,3,0
D & N Haveli,Total,2010,3,10,0,11,2,3,0
Daman & Diu,Daman,2010,1,2,0,2,0,1,0
Daman & Diu,Diu,2010,0,0,0,0,0,2,0
Daman & Diu,Total,2010,1,2,0,2,0,3,0
Delhi,Caw,2010,0,0,0,0,0,187,0
Delhi,Central,2010,20,62,2,25,3,62,0
Delhi,Crime Branch,2010,0,0,0,0,0,0,0
Delhi,Delhi Ut Total,2010,507,1740,143,601,80,1404,0
Delhi,East,2010,47,192,12,83,8,163,0
Delhi,Eow,2010,0,0,0,0,0,0,0
Delhi,Grp(Rly),2010,2,5,0,3,0,0,0
Delhi,Igi Airport,2010,0,0,0,7,0,0,0
Delhi,New Delhi,2010,16,21,0,20,10,2,0
Delhi,North,2010,7,88,8,23,8,63,0
Delhi,North-East,2010,51,252,24,68,5,216,0
Delhi,North-West,2010,50,132,11,62,5,163,0
Delhi,Outer,2010,49,260,21,64,9,124,0
Delhi,South,2010,59,144,9,66,10,79,0
Delhi,South-East,2010,80,189,13,92,10,60,0
Delhi,South-West,2010,54,203,24,28,5,94,0
Delhi,Stf,2010,0,0,0,0,0,0,0
Delhi,West,2010,72,192,19,60,7,191,0
Lakshadweep,Lakshadweep,2010,0,0,0,0,0,0,0
Lakshadweep,Total,2010,0,0,0,0,0,0,0
Puducherry,Karaikal,2010,1,2,0,15,5,1,0
Puducherry,Puducherry,2010,2,12,1,31,17,6,0
Puducherry,Total,2010,3,14,1,46,22,7,0
Andhra Pradesh,Adilabad,2011,84,70,20,112,142,429,0
Andhra Pradesh,Anantapur,2011,16,83,36,156,16,198,0
Andhra Pradesh,Chittoor,2011,17,47,25,124,168,421,0
Andhra Pradesh,Cuddapah,2011,41,65,15,144,17,122,0
Andhra Pradesh,Cyberabad,2011,89,90,51,158,234,1411,0
Andhra Pradesh,East Godavari,2011,72,51,17,176,224,575,0
Andhra Pradesh,Guntakal Rly.,2011,0,0,0,0,3,1,0
Andhra Pradesh,Guntur,2011,40,57,8,223,140,494,0
Andhra Pradesh,Guntur Urban,2011,33,28,6,86,111,395,0
Andhra Pradesh,Hyderabad City,2011,59,39,37,157,93,1355,0
Andhra Pradesh,Karimnagar,2011,58,120,40,253,235,702,0
Andhra Pradesh,Khammam,2011,84,73,20,243,140,519,0
Andhra Pradesh,Krishna,2011,80,75,15,348,292,733,0
Andhra Pradesh,Kurnool,2011,39,58,20,340,222,424,0
Andhra Pradesh,Mahaboobnagar,2011,88,69,28,162,66,259,0
Andhra Pradesh,Medak,2011,38,33,26,121,50,384,0
Andhra Pradesh,Nalgonda,2011,48,51,36,229,150,255,0
Andhra Pradesh,Nellore,2011,28,81,7,166,119,187,0
Andhra Pradesh,Nizamabad,2011,63,51,27,98,100,569,0
Andhra Pradesh,Prakasham,2011,24,81,11,243,56,266,0
Andhra Pradesh,Rajahmundry,2011,15,28,3,44,34,189,0
Andhra Pradesh,Ranga Reddy,2011,24,20,15,50,2,89,0
Andhra Pradesh,Secunderabad Rly.,2011,0,1,1,5,1,2,0
Andhra Pradesh,Srikakulam,2011,29,23,8,91,83,333,0
Andhra Pradesh,Tirupathi Urban,2011,10,1,5,40,7,112,0
Andhra Pradesh,Vijayawada City,2011,37,50,17,248,355,1066,0
Andhra Pradesh,Vijayawada Rly.,2011,1,2,1,3,2,1,0
Andhra Pradesh,Visakha Rural,2011,38,30,8,120,128,203,0
Andhra Pradesh,Visakhapatnam,2011,57,48,12,31,50,386,0
Andhra Pradesh,Vizianagaram,2011,50,20,5,79,99,384,0
Andhra Pradesh,Warangal,2011,48,62,26,157,27,89,0
Andhra Pradesh,Warangal Urban,2011,35,15,26,78,54,63,0
Andhra Pradesh,West Godavari,2011,97,90,27,364,238,760,0
Andhra Pradesh,Total,2011,1442,1612,599,4849,3658,13376,0
Arunachal Pradesh,Anjaw,2011,0,0,0,0,0,0,0
Arunachal Pradesh,Changlang,2011,3,7,0,3,0,2,0
Arunachal Pradesh,Dibang Valley,2011,3,2,0,1,0,0,0
Arunachal Pradesh,K/Kumey,2011,4,0,0,0,0,0,0
Arunachal Pradesh,Kameng East,2011,3,2,0,3,0,0,0
Arunachal Pradesh,Kameng West,2011,0,1,0,4,0,0,0
Arunachal Pradesh,Lohit,2011,5,4,0,2,0,0,0
Arunachal Pradesh,Papum Pare,2011,4,17,0,7,0,9,0
Arunachal Pradesh,Rural,2011,2,4,0,4,0,3,0
Arunachal Pradesh,Siang East,2011,8,4,0,7,0,2,0
Arunachal Pradesh,Siang Upper,2011,1,3,0,3,0,0,0
Arunachal Pradesh,Siang West,2011,2,5,0,8,0,2,0
Arunachal Pradesh,Subansiri Lower,2011,2,3,0,0,0,0,0
Arunachal Pradesh,Subansiri Upper,2011,2,6,0,5,0,0,0
Arunachal Pradesh,Tawang,2011,0,1,0,1,0,0,0
Arunachal Pradesh,Tirap,2011,3,1,0,3,0,0,0
Arunachal Pradesh,Upper Dibang Valley,2011,0,0,0,0,0,0,0
Arunachal Pradesh,Total,2011,42,60,0,51,0,18,0
Assam,Barpeta,2011,92,156,5,25,0,336,0
Assam,Baska,2011,29,60,3,4,0,25,0
Assam,Bongaigaon,2011,72,64,5,2,0,126,0
Assam,C.I.D.,2011,0,0,0,0,0,0,0
Assam,Cachar,2011,74,167,4,7,0,498,0
Assam,Chirang,2011,30,40,4,8,0,51,0
Assam,Darrang,2011,95,192,2,109,2,164,0
Assam,Dhemaji,2011,62,59,5,40,0,122,0
Assam,Dhubri,2011,157,276,12,210,2,693,0
Assam,Dibrugarh,2011,54,29,0,7,0,135,0
Assam,G.R.P.,2011,1,1,0,0,0,0,0
Assam,Goalpara,2011,99,89,3,2,0,142,2
Assam,Golaghat,2011,54,146,1,66,0,194,0
Assam,Guwahati City,2011,56,306,10,112,0,213,0
Assam,Hailakandi,2011,61,63,4,27,0,126,0
Assam,Jorhat,2011,49,11,2,49,0,172,0
Assam,Kamrup,2011,63,139,6,61,0,147,0
Assam,Karbi Anglong,2011,13,35,0,22,0,20,0
Assam,Karimganj,2011,46,68,4,15,0,194,0
Assam,Kokrajhar,2011,52,79,1,31,0,120,0
Assam,Lakhimpur,2011,52,120,0,57,0,119,0
Assam,Morigaon,2011,54,93,3,12,0,112,0
Assam,N.C.Hills,2011,3,8,1,0,0,4,0
Assam,Nagaon,2011,165,358,20,82,4,772,0
Assam,Nalbari,2011,28,83,4,95,0,140,0
Assam,R.P.O.,2011,5,3,0,1,0,10,0
Assam,Sibsagar,2011,49,118,8,78,0,99,0
Assam,Sonitpur,2011,96,231,12,34,0,346,0
Assam,Tinsukia,2011,61,135,1,27,0,121,0
Assam,Udalguri,2011,28,63,1,10,0,45,0
Assam,Total,2011,1700,3192,121,1193,8,5246,2
Bihar,Araria,2011,69,91,26,14,0,24,0
Bihar,Arwal,2011,5,9,24,8,0,8,0
Bihar,Aurangabad,2011,18,60,30,32,0,152,0
Bihar,Bagaha,2011,16,48,13,8,0,15,0
Bihar,Banka,2011,26,56,31,8,0,26,0
Bihar,Begusarai,2011,17,94,39,12,0,39,0
Bihar,Bettiah,2011,21,81,32,7,0,67,0
Bihar,Bhabhua,2011,9,36,33,32,0,17,0
Bihar,Bhagalpur,2011,23,94,12,10,0,17,0
Bihar,Bhojpur,2011,16,48,40,2,0,72,0
Bihar,Buxar,2011,13,52,37,6,0,59,0
Bihar,Darbhanga,2011,34,97,38,202,0,284,0
Bihar,Gaya,2011,23,63,56,7,0,47,0
Bihar,Gopalganj,2011,17,106,35,30,0,56,0
Bihar,Jamalpur Rly.,2011,0,0,0,2,0,1,0
Bihar,Jamui,2011,23,28,13,34,0,40,0
Bihar,Jehanabad,2011,10,14,20,8,0,22,0
Bihar,Katihar,2011,103,102,29,10,0,25,1
Bihar,Katihar Rly.,2011,2,0,0,4,0,2,0
Bihar,Khagaria,2011,14,42,15,0,0,26,0
Bihar,Kishanganj,2011,30,60,13,20,0,50,0
Bihar,Lakhisarai,2011,5,31,14,12,0,44,0
Bihar,Madhepura,2011,8,67,11,0,0,21,0
Bihar,Madhubani,2011,44,148,35,0,0,138,0
Bihar,Motihari,2011,37,179,69,8,0,57,0
Bihar,Munger,2011,7,56,10,2,0,49,0
Bihar,Muzaffarpur,2011,56,219,76,4,0,91,2
Bihar,Muzaffarpur Rly.,2011,0,4,1,11,0,0,0
Bihar,Nalanda,2011,15,72,55,29,0,96,0
Bihar,Naugachia,2011,7,20,8,6,0,44,0
Bihar,Nawadah,2011,12,33,21,35,0,57,0
Bihar,Patna,2011,41,167,112,1,2,317,0
Bihar,Patna Rly.,2011,1,0,2,11,0,0,0
Bihar,Purnea,2011,62,78,13,24,3,140,0
Bihar,Rohtas,2011,20,84,32,46,0,57,0
Bihar,Saharsa,2011,8,41,17,35,0,27,1
Bihar,Samastipur,2011,40,105,46,9,2,66,0
Bihar,Saran,2011,10,137,74,46,0,131,1
Bihar,Sheikhpura,2011,3,14,8,0,0,35,0
Bihar,Sheohar,2011,4,20,5,3,1,15,0
Bihar,Sitamarhi,2011,8,49,29,14,0,33,0
Bihar,Siwan,2011,16,150,139,4,3,53,5
Bihar,Supaul,2011,23,48,24,8,0,28,0
Bihar,Vaishali,2011,18,147,76,26,0,59,0
Bihar,Total,2011,934,3050,1413,790,11,2607,10
Chhattisgarh,Balrampur,2011,55,0,3,52,0,23,0
Chhattisgarh,Bilaspur,2011,70,16,17,146,4,72,0
Chhattisgarh,Bizapur,2011,4,2,0,5,0,3,0
Chhattisgarh,Dantewara,2011,8,7,0,10,1,9,0
Chhattisgarh,Dhamtari,2011,27,18,4,44,3,16,0
Chhattisgarh,Durg,2011,115,86,13,291,43,131,1
Chhattisgarh,Gariyaband,2011,21,1,5,30,1,8,0
Chhattisgarh,Grp Raipur,2011,2,0,1,1,0,1,0
Chhattisgarh,Jagdalpur,2011,68,9,0,29,3,19,0
Chhattisgarh,Janjgir,2011,33,10,15,114,15,104,0
Chhattisgarh,Jashpur,2011,78,33,1,69,2,36,0
Chhattisgarh,Kabirdham,2011,23,16,2,43,7,14,0
Chhattisgarh,Kanker,2011,29,4,4,14,2,10,0
Chhattisgarh,Korba,2011,39,2,5,86,12,48,0
Chhattisgarh,Koriya,2011,72,11,3,95,1,55,1
Chhattisgarh,Mahasamund,2011,30,35,2,65,11,31,0
Chhattisgarh,Narayanpur,2011,5,0,0,2,1,0,0
Chhattisgarh,Raigarh,2011,62,10,11,84,6,32,0
Chhattisgarh,Raipur,2011,133,35,11,232,53,100,0
Chhattisgarh,Rajnandgaon,2011,38,21,4,70,3,23,0
Chhattisgarh,Sarguja,2011,65,32,0,114,3,36,0
Chhattisgarh,Surajpur,2011,76,17,3,58,3,63,0
Chhattisgarh,Total,2011,1053,365,104,1654,174,834,2
Goa,North Goa,2011,13,8,1,20,9,10,0
Goa,South Goa,2011,16,9,0,9,3,8,0
Goa,Total,2011,29,17,1,29,12,18,0
Gujarat,Ahmedabad Commr.,2011,60,184,19,83,16,1390,0
Gujarat,Ahmedabad Rural,2011,10,71,1,22,0,131,0
Gujarat,Ahwa-Dang,2011,1,0,1,1,0,8,0
Gujarat,Amreli,2011,10,77,0,28,1,143,0
Gujarat,Anand,2011,10,42,0,20,0,196,0
Gujarat,Bharuch,2011,13,27,0,9,0,4,0
Gujarat,Bhavnagar,2011,8,88,0,35,33,181,0
Gujarat,Cid Crime,2011,0,0,0,0,0,0,0
Gujarat,Dahod,2011,6,48,0,11,0,14,0
Gujarat,Gandhinagar,2011,14,16,0,16,1,132,0
Gujarat,Himatnagar,2011,10,46,0,29,4,229,0
Gujarat,Jamnagar,2011,21,51,0,34,8,356,0
Gujarat,Junagadh,2011,11,68,1,26,4,423,0
Gujarat,Kheda North,2011,12,48,0,14,0,132,0
Gujarat,Kutch (East(G)),2011,8,17,2,13,1,137,0
Gujarat,Kutch (West-Bhuj),2011,15,15,0,14,0,108,0
Gujarat,Mehsana,2011,9,63,2,20,2,242,0
Gujarat,Narmada,2011,7,4,0,3,0,5,0
Gujarat,Navsari,2011,2,10,0,6,2,31,0
Gujarat,Palanpur,2011,38,87,1,64,1,349,0
Gujarat,Panchmahal,2011,10,57,0,33,0,249,0
Gujarat,Patan,2011,16,44,0,43,1,156,0
Gujarat,Porbandar,2011,6,9,0,1,1,84,0
Gujarat,Rajkot Commr.,2011,10,34,0,17,3,246,0
Gujarat,Rajkot Rural,2011,23,69,2,21,6,279,0
Gujarat,Surat Commr.,2011,36,83,0,34,3,276,0
Gujarat,Surat Rural,2011,6,14,0,9,0,55,0
Gujarat,Surendranagar,2011,19,41,0,28,4,129,0
Gujarat,Tapi,2011,2,2,0,3,0,9,0
Gujarat,Vadodara Commr.,2011,9,44,1,15,2,240,0
Gujarat,Vadodara Rural,2011,28,62,0,19,0,95,0
Gujarat,Valsad,2011,9,19,0,6,0,23,0
Gujarat,W.Rly Ahmedabad,2011,0,1,0,6,0,0,0
Gujarat,W.Rly Vadodara,2011,0,1,0,2,0,0,0
Gujarat,Total,2011,439,1442,30,685,93,6052,0
Haryana,Ambala,2011,37,23,5,28,20,191,0
Haryana,Bhiwani,2011,41,30,18,26,12,97,0
Haryana,Faridabad,2011,54,82,10,31,59,218,0
Haryana,Fatehabad,2011,15,18,7,6,8,86,0
Haryana,Grp,2011,0,2,4,2,130,0,0
Haryana,Gurgaon,2011,40,37,25,27,29,107,0
Haryana,Hissar,2011,36,62,14,37,18,248,0
Haryana,Jhajjar,2011,32,19,12,20,26,117,0
Haryana,Jind,2011,37,28,15,15,13,91,0
Haryana,Kaithal,2011,20,17,8,18,0,119,0
Haryana,Karnal,2011,62,18,18,25,26,166,0
Haryana,Kurukshetra,2011,29,30,7,22,20,68,0
Haryana,Mahendragarh,2011,26,38,11,22,0,85,0
Haryana,Mewat,2011,28,23,7,9,3,119,0
Haryana,Palwal,2011,54,43,13,32,0,75,0
Haryana,Panchkula,2011,17,15,2,9,0,77,0
Haryana,Panipat,2011,47,70,11,29,19,163,0
Haryana,Rewari,2011,17,19,7,19,34,94,0
Haryana,Rohtak,2011,57,32,9,38,52,124,0
Haryana,Sirsa,2011,21,49,16,26,0,170,0
Haryana,Sonipat,2011,27,42,23,19,15,156,0
Haryana,Yamunanagar,2011,36,36,13,14,6,169,0
Haryana,Total,2011,733,733,255,474,490,2740,0
Himachal Pradesh,Baddipolicedist,2011,8,15,0,7,0,9,0
Himachal Pradesh,Bilaspur,2011,8,3,0,18,9,17,0
Himachal Pradesh,Chamba,2011,6,18,2,29,3,10,0
Himachal Pradesh,Cid,2011,0,0,0,0,0,0,0
Himachal Pradesh,G.R.P.,2011,0,0,0,0,0,0,0
Himachal Pradesh,Hamirpur,2011,5,7,0,17,12,5,0
Himachal Pradesh,Kangra,2011,32,55,1,60,12,42,0
Himachal Pradesh,Kinnaur,2011,6,1,1,4,0,1,0
Himachal Pradesh,Kullu,2011,20,12,0,38,2,21,0
Himachal Pradesh,Lahaul-Spiti,2011,1,0,0,0,0,0,0
Himachal Pradesh,Mandi,2011,26,16,0,55,12,40,0
Himachal Pradesh,Shimla,2011,22,24,0,45,5,16,0
Himachal Pradesh,Sirmaur,2011,12,17,0,33,1,23,0
Himachal Pradesh,Solan,2011,11,13,0,8,0,16,0
Himachal Pradesh,Una,2011,11,10,0,17,6,39,0
Himachal Pradesh,Total,2011,168,191,4,331,62,239,0
Jammu & Kashmir,Anantnag,2011,18,108,0,134,46,6,0
Jammu & Kashmir,Awantipora,2011,4,26,0,13,5,3,0
Jammu & Kashmir,Bandipora,2011,1,57,0,61,5,3,0
Jammu & Kashmir,Baramulla,2011,12,73,0,94,23,1,0
Jammu & Kashmir,Budgam,2011,8,100,0,94,27,2,0
Jammu & Kashmir,Crime Jammu,2011,0,0,0,0,0,0,0
Jammu & Kashmir,Crime Srinagar,2011,0,0,0,0,0,0,0
Jammu & Kashmir,Doda,2011,16,43,0,25,7,20,0
Jammu & Kashmir,Ganderbal,2011,9,30,0,57,1,1,0
Jammu & Kashmir,Handwara,2011,6,33,0,76,14,1,0
Jammu & Kashmir,Jammu,2011,35,61,3,38,45,51,0
Jammu & Kashmir,Kargil,2011,1,1,0,2,0,2,0
Jammu & Kashmir,Kathua,2011,17,32,5,32,8,19,0
Jammu & Kashmir,Kishtwar,2011,4,25,0,12,1,16,0
Jammu & Kashmir,Kulgam,2011,10,44,0,68,12,1,0
Jammu & Kashmir,Kupwara,2011,11,45,0,45,11,4,0
Jammu & Kashmir,Leh,2011,3,0,0,7,1,0,0
Jammu & Kashmir,Poonch,2011,18,32,0,31,7,29,0
Jammu & Kashmir,Pulwama,2011,5,34,0,11,7,0,0
Jammu & Kashmir,Railways Jammu,2011,0,0,0,0,0,0,0
Jammu & Kashmir,Railways Kashmir,2011,0,0,0,0,1,0,0
Jammu & Kashmir,Rajouri,2011,32,43,1,30,4,49,0
Jammu & Kashmir,Ramban,2011,13,15,0,12,4,0,0
Jammu & Kashmir,Reasi,2011,11,15,0,11,5,1,0
Jammu & Kashmir,Samba,2011,3,11,2,6,17,5,0
Jammu & Kashmir,Shopian,2011,8,29,0,77,8,0,0
Jammu & Kashmir,Sopore,2011,4,38,0,58,9,5,0
Jammu & Kashmir,Srinagar,2011,14,110,0,171,70,54,0
Jammu & Kashmir,Udhampur,2011,14,18,0,29,12,13,0
Jammu & Kashmir,Total,2011,277,1023,11,1194,350,286,0
Jharkhand,Bokaro,2011,46,57,13,4,0,102,0
Jharkhand,Chaibasa,2011,32,14,6,5,0,11,0
Jharkhand,Chatra,2011,12,17,15,1,0,9,0
Jharkhand,Deoghar,2011,34,10,18,16,1,24,0
Jharkhand,Dhanbad,2011,32,83,39,34,0,39,0
Jharkhand,Dhanbad Rly.,2011,0,1,3,8,0,1,0
Jharkhand,Dumka,2011,34,18,7,19,0,40,0
Jharkhand,Garhwa,2011,51,26,19,22,0,89,1
Jharkhand,Giridih,2011,47,41,30,40,2,35,5
Jharkhand,Godda,2011,29,8,0,21,0,10,0
Jharkhand,Gumla,2011,46,27,1,10,0,17,0
Jharkhand,Hazaribagh,2011,22,52,26,25,0,22,0
Jharkhand,Jamshedpur,2011,39,54,17,32,0,76,0
Jharkhand,Jamshedpur Rly.,2011,1,8,0,5,0,0,0
Jharkhand,Jamtara,2011,15,11,10,10,0,19,0
Jharkhand,Khunti,2011,13,3,0,4,0,1,0
Jharkhand,Koderma,2011,7,19,16,7,0,34,0
Jharkhand,Latehar,2011,27,12,2,4,0,11,0
Jharkhand,Lohardagga,2011,30,12,3,2,0,13,0
Jharkhand,Pakur,2011,39,8,0,6,0,22,0
Jharkhand,Palamu,2011,28,34,28,6,0,12,0
Jharkhand,Ramgarh,2011,24,23,7,8,0,3,0
Jharkhand,Ranchi,2011,50,54,8,9,2,14,0
Jharkhand,Sahebganj,2011,71,37,5,4,0,32,0
Jharkhand,Saraikela,2011,30,16,8,9,2,13,0
Jharkhand,Simdega,2011,25,15,1,6,0,10,0
Jharkhand,Total,2011,784,660,282,317,7,659,6
Karnataka,Bagalkot,2011,15,9,0,38,0,58,0
Karnataka,Bangalore Commr.,2011,97,206,53,250,40,458,0
Karnataka,Bangalore Rural,2011,29,1,10,74,2,83,0
Karnataka,Belgaum,2011,45,32,11,221,4,297,0
Karnataka,Bellary,2011,6,15,15,65,1,103,1
Karnataka,Bidar,2011,14,11,7,27,2,77,0
Karnataka,Bijapur,2011,7,21,8,66,0,116,1
Karnataka,Cbpura,2011,16,16,7,55,0,92,0
Karnataka,Chamarajnagar,2011,11,6,9,71,0,62,0
Karnataka,Chickmagalur,2011,10,11,1,53,4,68,1
Karnataka,Chitradurga,2011,27,24,5,93,0,96,0
Karnataka,Dakshin Kannada,2011,6,3,1,46,0,38,0
Karnataka,Davanagere,2011,11,15,6,65,0,93,0
Karnataka,Dharwad Commr.,2011,7,18,3,22,2,56,0
Karnataka,Dharwad Rural,2011,0,5,2,21,0,22,0
Karnataka,Gadag,2011,5,5,0,48,0,32,0
Karnataka,Gulbarga,2011,36,73,2,111,0,153,0
Karnataka,Hassan,2011,27,25,32,106,0,264,0
Karnataka,Haveri,2011,13,0,0,76,0,74,0
Karnataka,K.G.F.,2011,4,11,1,14,0,28,0
Karnataka,Kodagu,2011,16,5,5,25,1,57,0
Karnataka,Kolar,2011,17,13,3,21,0,23,0
Karnataka,Koppal,2011,13,0,0,23,0,70,0
