state/ut,district,year,murder,rape,kidnapping_abduction,dacoity,robbery,arson,hurt,pcr_act,poa_act,other_crimes _against_sts
Andhra Pradesh,Warangal,2008,0,12,0,0,0,0,9,0,19,26
Andhra Pradesh,West Godavari,2008,0,1,0,0,0,0,1,0,0,16
Andhra Pradesh,Total,2008,7,37,2,0,0,2,123,5,258,316
Arunachal Pradesh,Changlang,2008,0,0,0,0,0,0,3,0,0,1
Arunachal Pradesh,Dibang Valley,2008,0,0,0,0,0,0,4,0,0,2
Arunachal Pradesh,K/Kumey,2008,0,0,0,0,0,0,3,0,0,2
Arunachal Pradesh,Kameng East,2008,0,0,0,0,0,0,3,0,0,2
Arunachal Pradesh,Kameng West,2008,0,0,0,0,0,0,0,0,0,2
Arunachal Pradesh,Lohit,2008,0,0,0,0,0,0,4,0,0,2
Arunachal Pradesh,Papum Pare,2008,0,0,1,0,0,0,7,0,0,3
Arunachal Pradesh,Siang East,2008,0,0,1,0,0,0,4,0,0,2
Arunachal Pradesh,Siang Upper,2008,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,Siang West,2008,0,0,0,0,0,0,4,0,0,3
Arunachal Pradesh,Subansiri Lower,2008,0,0,0,0,0,0,2,0,0,2
Arunachal Pradesh,Subansiri Upper,2008,0,0,0,0,0,0,1,0,0,2
Arunachal Pradesh,Tawang,2008,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,Tirap,2008,0,0,0,0,0,0,3,0,0,0
Arunachal Pradesh,Upper Dibang Valley,2008,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,Total,2008,0,0,2,0,0,0,38,0,0,23
Assam,Barpeta,2008,0,0,0,0,0,0,0,0,0,0
Assam,Baska,2008,0,0,0,0,0,0,0,0,0,0
Assam,Bongaigaon,2008,0,0,0,0,0,0,0,0,0,0
Assam,C.I.D.,2008,0,0,0,0,0,0,0,0,0,0
Assam,Cachar,2008,0,0,0,0,0,0,0,0,0,0
Assam,Chirang,2008,0,0,0,0,0,0,0,0,0,0
Assam,Darrang,2008,0,0,0,0,0,0,0,0,0,0
Assam,Dhemaji,2008,0,0,0,0,0,0,0,0,0,0
Assam,Dhubri,2008,0,0,0,0,0,0,0,0,0,0
Assam,Dibrugarh,2008,0,0,0,0,0,0,0,0,0,0
Assam,G.R.P.,2008,0,0,0,0,0,0,0,0,0,0
Assam,Goalpara,2008,0,0,0,0,0,0,0,0,0,0
Assam,Golaghat,2008,0,0,0,0,0,0,0,0,0,0
Assam,Guwahati City,2008,0,0,0,0,0,0,0,0,0,0
Assam,Hailakandi,2008,0,0,0,0,0,0,0,0,0,0
Assam,Jorhat,2008,0,0,0,0,0,0,0,0,0,0
Assam,Kamrup,2008,0,0,0,0,0,0,0,0,0,0
Assam,Karbi Anglong,2008,0,0,0,0,0,0,0,0,0,0
Assam,Karimganj,2008,0,0,0,0,0,0,0,0,0,0
Assam,Kokrajhar,2008,0,0,0,0,0,0,0,0,0,0
Assam,Lakhimpur,2008,0,0,0,0,0,0,0,0,0,0
Assam,Morigaon,2008,0,0,0,0,0,0,0,0,0,0
Assam,N.C.Hills,2008,3,0,0,0,0,0,0,0,0,0
Assam,Nagaon,2008,2,2,5,2,2,4,6,0,0,16
Assam,Nalbari,2008,0,0,0,0,0,0,0,0,0,0
Assam,R.P.O.,2008,0,0,0,0,0,0,0,0,0,0
Assam,Sibsagar,2008,0,0,0,0,0,0,0,0,0,0
Assam,Sonitpur,2008,2,5,8,3,4,0,20,0,0,26
Assam,Tinsukia,2008,0,0,0,0,0,0,0,0,0,0
Assam,Udalguri,2008,0,0,0,0,0,3,0,0,0,17
Assam,Total,2008,7,7,13,5,6,7,26,0,0,59
Bihar,Araria,2008,1,1,0,0,0,1,7,0,3,0
Bihar,Arwal,2008,0,0,0,0,0,0,0,0,0,0
Bihar,Aurangabad,2008,0,0,0,0,0,0,0,0,0,0
Bihar,Bagaha,2008,0,0,0,0,0,0,0,0,0,0
Bihar,Banka,2008,0,0,0,0,0,0,0,0,0,0
Bihar,Begusarai,2008,0,0,0,0,0,0,0,0,0,0
Bihar,Bettiah,2008,0,0,0,0,0,0,0,0,0,0
Bihar,Bhabhua,2008,0,0,0,0,0,0,0,0,0,0
Bihar,Bhagalpur,2008,0,0,0,0,0,0,8,0,8,0
Bihar,Bhojpur,2008,0,0,0,0,0,0,0,0,0,0
Bihar,Buxar,2008,0,0,0,0,0,0,0,0,0,0
Bihar,Darbhanga,2008,0,0,0,0,0,0,0,0,0,0
Bihar,Gaya,2008,0,0,0,0,0,0,0,0,0,0
Bihar,Gopalganj,2008,0,0,0,0,0,0,0,0,0,0
Bihar,Jamalpur Rly.,2008,0,0,0,0,0,0,0,0,0,0
Bihar,Jamui,2008,0,0,0,0,1,0,1,0,1,0
Bihar,Jehanabad,2008,0,0,0,0,0,0,0,0,0,0
Bihar,Katihar,2008,0,0,0,0,0,0,0,0,12,0
Bihar,Katihar Rly.,2008,0,0,0,0,0,0,0,0,0,0
Bihar,Khagaria,2008,0,0,0,0,0,0,0,0,0,0
Bihar,Kishanganj,2008,0,0,0,0,0,0,0,0,4,0
Bihar,Lakhisarai,2008,0,0,0,0,0,0,0,0,0,0
Bihar,Madhepura,2008,0,0,0,0,0,0,0,0,0,0
Bihar,Madhubani,2008,0,0,0,0,0,0,0,0,0,0
Bihar,Motihari,2008,0,0,0,0,0,0,0,0,0,0
Bihar,Munger,2008,0,0,0,0,0,0,0,0,0,0
Bihar,Muzaffarpur,2008,0,0,0,0,0,0,0,0,0,0
Bihar,Muzaffarpur Rly.,2008,0,0,0,0,0,0,0,0,0,0
Bihar,Nalanda,2008,0,0,0,0,0,0,0,0,0,14
Bihar,Naugachia,2008,0,0,0,0,0,0,0,0,0,0
Bihar,Nawadah,2008,0,0,0,0,0,0,0,0,0,0
Bihar,Patna,2008,0,0,0,0,0,0,0,0,3,3
Bihar,Patna Rly.,2008,0,0,0,0,0,0,0,0,0,0
Bihar,Purnea,2008,0,0,0,0,0,0,1,0,7,7
Bihar,Rohtas,2008,0,0,0,0,0,0,0,0,4,0
Bihar,Saharsa,2008,0,0,0,0,0,0,0,0,0,0
Bihar,Samastipur,2008,0,0,0,0,0,0,0,0,0,0
Bihar,Saran,2008,0,0,0,0,0,0,0,0,0,0
Bihar,Sheikhpura,2008,0,0,0,0,0,0,0,0,0,0
Bihar,Sheohar,2008,0,0,0,0,0,0,0,0,0,0
Bihar,Sitamarhi,2008,0,0,0,0,0,0,0,0,0,0
Bihar,Siwan,2008,0,0,0,0,0,0,0,0,12,0
Bihar,Supaul,2008,0,0,0,0,0,0,0,0,0,0
Bihar,Vaishali,2008,0,0,0,0,0,0,0,0,0,0
Bihar,Total,2008,1,1,0,0,1,1,17,0,54,24
Chhattisgarh,Balrampur,2008,2,4,0,0,0,0,0,0,0,10
Chhattisgarh,Bilaspur,2008,0,1,0,0,0,0,0,0,0,16
Chhattisgarh,Bizapur,2008,0,0,0,0,0,0,0,0,0,1
Chhattisgarh,Dantewada,2008,0,3,0,0,0,0,0,0,0,3
Chhattisgarh,Dhamtari,2008,1,4,0,0,0,0,2,0,0,16
Chhattisgarh,Durg,2008,0,5,0,0,0,0,0,0,0,9
Chhattisgarh,Grp Raipur,2008,0,0,0,0,0,0,0,0,0,1
Chhattisgarh,Jagdalpur,2008,5,17,0,0,0,0,3,0,0,33
Chhattisgarh,Janjgir,2008,1,1,0,0,0,0,0,0,0,26
Chhattisgarh,Jashpur,2008,2,3,0,0,0,0,0,0,0,10
Chhattisgarh,Kabirdham,2008,0,3,0,0,0,0,0,0,0,25
Chhattisgarh,Kanker,2008,0,2,0,0,0,0,0,0,0,10
Chhattisgarh,Korba,2008,1,4,0,0,0,0,0,0,0,11
Chhattisgarh,Koriya,2008,3,6,0,0,0,0,1,0,0,9
Chhattisgarh,Mahasamund,2008,0,1,0,0,0,0,0,0,0,4
Chhattisgarh,Narayanpur,2008,0,0,0,0,0,0,0,0,0,1
Chhattisgarh,Raigarh,2008,1,5,0,0,0,0,0,0,0,18
Chhattisgarh,Raipur,2008,0,5,0,0,0,0,3,0,1,16
Chhattisgarh,Rajnandgaon,2008,1,10,0,0,0,0,3,0,0,30
Chhattisgarh,Sarguja,2008,0,18,0,0,0,0,0,0,0,29
Chhattisgarh,Surajpur,2008,0,8,0,0,0,1,2,0,0,13
Chhattisgarh,Total,2008,17,100,0,0,0,1,14,0,1,291
Goa,North Goa,2008,0,0,0,0,0,0,0,0,0,1
Goa,South Goa,2008,0,0,0,0,0,0,0,0,0,0
Goa,Total,2008,0,0,0,0,0,0,0,0,0,1
Gujarat,Ahmedabad Commr.,2008,0,0,1,0,0,0,0,0,2,0
Gujarat,Ahmedabad Rural,2008,0,0,1,0,0,0,1,0,2,2
Gujarat,Ahwa-Dang,2008,0,0,0,0,0,0,0,0,0,1
Gujarat,Amreli,2008,0,0,0,0,0,0,0,0,0,0
Gujarat,Anand,2008,0,1,0,0,0,0,0,0,1,0
Gujarat,Bharuch,2008,0,5,2,0,0,0,12,0,12,3
Gujarat,Bhavnagar,2008,0,1,0,0,0,0,0,0,0,1
Gujarat,Dahod,2008,0,1,2,0,0,0,2,0,1,0
Gujarat,Gandhinagar,2008,0,1,0,0,0,0,1,0,0,1
Gujarat,Himatnagar,2008,0,0,0,1,0,0,0,0,0,4
Gujarat,Jamnagar,2008,0,1,0,0,0,0,0,0,0,1
Gujarat,Junagadh,2008,0,0,1,0,0,0,1,0,0,0
Gujarat,Kheda North,2008,0,0,0,0,0,0,4,0,2,0
Gujarat,Kutch,2008,0,0,0,0,0,0,1,0,0,0
Gujarat,Mehsana,2008,0,2,0,0,0,0,1,0,0,2
Gujarat,Narmada,2008,0,0,1,0,0,0,1,0,0,8
Gujarat,Navsari,2008,0,1,0,0,0,1,2,0,5,1
Gujarat,Palanpur,2008,0,3,1,0,0,0,6,0,29,0
Gujarat,Panchmahal,2008,0,1,0,0,0,0,2,0,0,5
Gujarat,Patan,2008,0,2,0,0,1,0,2,0,0,3
Gujarat,Porbandar,2008,0,0,0,0,0,0,0,0,0,1
Gujarat,Rajkot Commr.,2008,0,1,0,0,0,0,0,0,0,0
Gujarat,Rajkot Rural,2008,0,3,1,0,0,0,0,0,0,0
Gujarat,Surat Commr.,2008,1,0,0,0,0,0,0,1,4,0
Gujarat,Surat Rural,2008,0,1,0,0,0,0,2,0,1,11
Gujarat,Surendranagar,2008,0,1,0,1,0,0,1,0,0,0
Gujarat,Tapi,2008,0,0,1,0,0,0,2,0,0,1
Gujarat,Vadodara Commr.,2008,0,1,0,1,0,0,0,0,1,1
Gujarat,Vadodara Rural,2008,3,0,1,0,0,0,1,0,6,18
Gujarat,Valsad,2008,0,0,1,0,0,0,1,0,0,0
Gujarat,W.Rly,2008,1,0,0,0,0,0,0,0,0,0
Gujarat,Total,2008,5,26,13,3,1,1,43,1,66,64
Haryana,Ambala,2008,0,0,0,0,0,0,0,0,0,0
Haryana,Bhiwani,2008,0,0,0,0,0,0,0,0,0,0
Haryana,Faridabad,2008,0,0,0,0,0,0,0,0,0,0
Haryana,Fatehabad,2008,0,0,0,0,0,0,0,0,0,0
Haryana,Grp,2008,0,0,0,0,0,0,0,0,0,0
Haryana,Gurgaon,2008,0,0,0,0,0,0,0,0,0,0
Haryana,Hissar,2008,0,0,0,0,0,0,0,0,0,0
Haryana,Jhajjar,2008,0,0,0,0,0,0,0,0,0,0
Haryana,Jind,2008,0,0,0,0,0,0,0,0,0,0
Haryana,Kaithal,2008,0,0,0,0,0,0,0,0,0,0
Haryana,Karnal,2008,0,0,0,0,0,0,0,0,0,0
Haryana,Kurukshetra,2008,0,0,0,0,0,0,0,0,0,0
Haryana,Mahendragarh,2008,0,0,0,0,0,0,0,0,0,0
Haryana,Mewat,2008,0,0,0,0,0,0,0,0,0,0
Haryana,Palwal,2008,0,0,0,0,0,0,0,0,0,0
Haryana,Panchkula,2008,0,0,0,0,0,0,0,0,0,0
Haryana,Panipat,2008,0,0,0,0,0,0,0,0,0,0
Haryana,Rewari,2008,0,0,0,0,0,0,0,0,0,0
Haryana,Rohtak,2008,0,0,0,0,0,0,0,0,0,0
Haryana,Sirsa,2008,0,0,0,0,0,0,0,0,0,0
Haryana,Sonipat,2008,0,0,0,0,0,0,0,0,0,0
Haryana,Yamunanagar,2008,0,0,0,0,0,0,0,0,0,0
Haryana,Total,2008,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,Bilaspur,2008,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,Chamba,2008,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,G.R.P.,2008,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,Hamirpur,2008,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,Kangra,2008,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,Kinnaur,2008,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,Kullu,2008,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,Lahaul-Spiti,2008,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,Mandi,2008,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,Shimla,2008,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,Sirmaur,2008,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,Solan,2008,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,Una,2008,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,Total,2008,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Anantnag,2008,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Awantipora,2008,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Bandipora,2008,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Baramulla,2008,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Budgam,2008,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Crime Jammu,2008,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Crime Srinagar,2008,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Doda,2008,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Ganderbal,2008,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Handwara,2008,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Jammu,2008,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Kargil,2008,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Kathua,2008,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Kishtwar,2008,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Kulgam,2008,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Kupwara,2008,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Leh,2008,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Poonch,2008,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Pulwama,2008,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Railways,2008,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Rajouri,2008,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Ramban,2008,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Reasi,2008,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Samba,2008,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Shopian,2008,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Srinagar,2008,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Udhampur,2008,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Total,2008,0,0,0,0,0,0,0,0,0,0
Jharkhand,Bokaro,2008,0,0,0,0,0,0,0,0,0,4
Jharkhand,Chaibasa,2008,0,0,0,0,0,0,0,0,6,6
Jharkhand,Chatra,2008,0,0,0,0,0,0,0,0,0,0
Jharkhand,Deoghar,2008,0,0,0,0,0,0,0,0,8,0
Jharkhand,Dhanbad,2008,0,1,0,0,0,0,1,0,5,3
Jharkhand,Dhanbad Rly.,2008,0,0,0,0,0,0,0,0,0,0
Jharkhand,Dumka,2008,0,6,0,0,0,0,9,0,24,9
Jharkhand,Garhwa,2008,0,0,0,0,0,0,0,0,2,2
Jharkhand,Giridih,2008,1,0,0,0,0,0,0,0,0,0
Jharkhand,Godda,2008,0,0,0,0,0,0,0,0,0,0
Jharkhand,Gumla,2008,0,5,0,0,0,0,0,0,9,6
Jharkhand,Hazaribagh,2008,0,0,0,0,0,0,10,0,13,3
Jharkhand,Jamshedpur,2008,3,0,0,0,0,0,5,0,6,5
Jharkhand,Jamshedpur Rly.,2008,0,0,0,0,0,0,0,0,0,0
Jharkhand,Jamtara,2008,0,1,0,0,0,0,6,0,2,0
Jharkhand,Khunti,2008,0,0,0,0,0,0,0,0,1,0
Jharkhand,Koderma,2008,0,0,0,0,0,0,0,0,0,0
Jharkhand,Latehar,2008,0,0,1,0,0,0,7,0,8,0
Jharkhand,Lohardagga,2008,0,0,0,0,0,0,0,0,5,0
Jharkhand,Pakur,2008,0,0,1,0,0,0,3,0,9,5
Jharkhand,Palamu,2008,0,0,0,0,0,0,0,0,0,0
Jharkhand,Ramgarh,2008,0,0,0,0,0,0,3,0,0,1
Jharkhand,Ranchi,2008,0,0,0,0,0,0,0,0,1,0
Jharkhand,Sahebganj,2008,0,4,3,1,0,1,6,0,4,4
Jharkhand,Saraikela,2008,0,1,0,0,0,0,0,0,1,0
Jharkhand,Simdega,2008,0,0,0,0,0,0,0,0,0,0
Jharkhand,Total,2008,4,18,5,1,0,1,50,0,104,48
Karnataka,Bagalkot,2008,0,1,0,0,0,0,3,0,8,5
Karnataka,Bangalore Commr.,2008,0,0,0,0,0,0,2,0,0,0
Karnataka,Bangalore Rural,2008,0,0,0,0,0,0,3,0,0,0
Karnataka,Belgaum,2008,2,3,0,0,0,0,0,0,16,0
Karnataka,Bellary,2008,0,0,0,0,0,0,0,0,21,21
Karnataka,Bidar,2008,0,0,0,0,0,0,0,0,2,2
Karnataka,Bijapur,2008,0,0,0,0,0,0,4,0,11,7
Karnataka,Cbpura,2008,0,0,0,0,0,0,0,0,0,0
Karnataka,Chamarajnagar,2008,0,0,0,0,0,0,0,0,0,0
Karnataka,Chickmagalur,2008,0,1,0,0,0,0,0,0,0,0
Karnataka,Chitradurga,2008,0,1,0,0,0,0,1,0,8,6
Karnataka,Dakshin Kannada,2008,0,0,0,0,0,0,0,0,2,2
Karnataka,Davanagere,2008,0,0,0,0,0,0,0,0,14,14
Karnataka,Dharwad Commr.,2008,0,0,0,0,0,0,0,0,1,1
Karnataka,Dharwad Rural,2008,0,0,0,0,0,0,0,0,11,11
Karnataka,Gadag,2008,0,0,0,0,0,0,0,0,0,0
Karnataka,Gulbarga,2008,0,0,0,0,0,0,0,0,0,0
Karnataka,Hassan,2008,0,0,0,0,0,0,0,0,0,0
Karnataka,Haveri,2008,0,0,0,0,0,0,0,0,13,16
Karnataka,K.G.F.,2008,0,0,0,0,0,0,0,0,0,0
Karnataka,Kodagu,2008,0,0,0,0,0,0,2,0,0,1
Karnataka,Kolar,2008,1,0,0,0,0,0,0,0,11,11
Karnataka,Koppal,2008,0,0,0,0,0,0,0,0,0,0
Karnataka,Mandya,2008,0,0,0,0,0,0,0,0,0,27
Karnataka,Mysore Commr.,2008,0,0,0,0,0,0,0,0,12,0
Karnataka,Mysore Rural,2008,0,0,0,0,0,0,0,0,0,0
Karnataka,Raichur,2008,0,0,0,0,0,0,0,0,14,0
Karnataka,Railways,2008,0,0,0,0,0,0,0,0,0,0
Karnataka,Ramanagar,2008,0,0,0,0,0,0,1,0,0,0
Karnataka,Shimoga,2008,0,0,0,0,0,0,0,0,8,11
Karnataka,Tumkur,2008,0,0,0,0,0,0,0,0,4,4
Karnataka,Udupi,2008,0,0,0,0,0,0,0,0,16,26
Karnataka,Uttar Kannada,2008,0,0,0,0,0,0,0,0,0,38
Karnataka,Total,2008,3,6,0,0,0,0,16,0,172,203
Kerala,Alapuzha,2008,0,0,0,0,0,0,0,0,0,0
Kerala,Ernakulam Commr.,2008,0,0,0,0,0,0,0,0,0,0
Kerala,Ernakulam Rural,2008,0,1,0,0,0,0,0,0,0,0
Kerala,Idukki,2008,0,1,0,0,0,0,2,0,1,5
Kerala,Kannur,2008,0,2,0,0,0,0,7,0,0,3
Kerala,Kasargod,2008,0,3,0,0,0,0,3,0,0,12
Kerala,Kollam,2008,0,0,0,0,0,0,0,0,0,2
Kerala,Kottayam,2008,0,2,0,0,0,0,0,0,0,0
Kerala,Kozhikode Commr.,2008,0,0,0,0,0,0,0,0,0,0
Kerala,Kozhikode Rural,2008,0,1,0,0,0,0,1,0,0,2
Kerala,Malappuram,2008,0,1,1,0,0,0,0,0,0,1
Kerala,Palakkad,2008,1,4,0,0,0,0,0,0,0,5
Kerala,Pathanamthitta,2008,0,1,0,0,0,0,0,0,0,0
Kerala,Railways,2008,0,0,0,0,0,0,0,0,0,0
Kerala,Thrissur,2008,0,0,0,0,0,0,1,0,0,1
Kerala,Trivandrum Commr.,2008,0,0,0,0,0,0,1,0,0,1
Kerala,Trivandrum Rural,2008,0,0,0,0,0,0,2,0,0,1
Kerala,Wayanadu,2008,0,7,0,0,0,0,19,0,1,10
Kerala,Total,2008,1,23,1,0,0,0,36,0,2,43
Madhya Pradesh,Alirajpur,2008,0,2,0,0,0,0,0,0,0,1
Madhya Pradesh,Anuppur,2008,1,7,0,0,0,0,3,0,0,11
Madhya Pradesh,Ashok Nagar,2008,0,5,0,0,0,0,5,0,0,6
Madhya Pradesh,Balaghat,2008,2,9,1,0,0,0,3,0,0,5
Madhya Pradesh,Barwani,2008,0,3,0,0,0,0,0,0,0,6
Madhya Pradesh,Betul,2008,2,23,3,0,0,0,2,0,0,55
Madhya Pradesh,Bhind,2008,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,Bhopal,2008,0,1,0,0,0,0,0,0,0,3
Madhya Pradesh,Bhopal Rly.,2008,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,Burhanpur,2008,0,3,0,0,0,0,0,0,0,5
Madhya Pradesh,Chhatarpur,2008,1,1,0,0,0,0,3,0,0,3
Madhya Pradesh,Chhindwara,2008,4,9,2,0,0,1,3,0,0,36
Madhya Pradesh,Damoh,2008,3,3,0,0,0,0,5,0,0,10
Madhya Pradesh,Datiya,2008,0,1,0,0,0,0,0,0,0,3
Madhya Pradesh,Dewas,2008,2,3,2,0,0,0,0,0,0,16
Madhya Pradesh,Dhar,2008,2,7,0,0,0,0,13,0,0,24
Madhya Pradesh,Dindori,2008,2,2,0,1,0,0,4,0,0,3
Madhya Pradesh,Guna,2008,1,2,0,0,0,1,3,0,0,7
Madhya Pradesh,Gwalior,2008,0,3,0,0,0,0,0,0,0,12
Madhya Pradesh,Harda,2008,0,5,1,0,0,0,6,0,0,9
Madhya Pradesh,Hoshangabad,2008,2,12,0,0,0,2,27,0,0,15
Madhya Pradesh,Indore,2008,1,3,0,0,0,0,0,0,0,22
Madhya Pradesh,Indore Rly.,2008,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,Jabalpur,2008,1,8,0,0,0,0,9,0,0,18
Madhya Pradesh,Jabalpur Rly.,2008,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,Jhabua,2008,0,2,1,0,0,0,0,0,0,2
Madhya Pradesh,Katni,2008,1,0,0,0,0,0,1,0,0,6
Madhya Pradesh,Khandwa,2008,0,6,0,0,0,0,0,0,0,27
Madhya Pradesh,Khargon,2008,1,10,1,0,0,0,1,0,0,6
Madhya Pradesh,Mandla,2008,1,7,0,0,0,0,7,0,0,23
Madhya Pradesh,Mandsaur,2008,0,1,2,0,0,0,1,0,0,6
Madhya Pradesh,Morena,2008,0,0,0,0,0,0,0,0,0,7
Madhya Pradesh,Narsinghpur,2008,1,3,0,0,0,0,6,0,0,5
Madhya Pradesh,Neemuch,2008,0,2,0,0,0,0,0,0,0,3
Madhya Pradesh,Panna,2008,0,2,0,0,0,0,0,0,0,11
Madhya Pradesh,Raisen,2008,2,7,0,0,0,0,9,0,0,9
Madhya Pradesh,Rajgarh,2008,0,2,0,0,0,0,7,0,0,6
Madhya Pradesh,Ratlam,2008,2,2,1,0,0,0,1,0,0,5
Madhya Pradesh,Rewa,2008,1,5,0,0,0,0,2,0,0,27
Madhya Pradesh,Sagar,2008,3,13,1,0,0,0,13,0,0,16
Madhya Pradesh,Satna,2008,1,12,1,0,0,1,2,0,0,22
Madhya Pradesh,Seoni,2008,2,6,0,0,0,0,3,0,0,35
Madhya Pradesh,Shahdol,2008,2,8,3,0,0,2,4,0,0,29
Madhya Pradesh,Shajapur,2008,0,1,0,0,0,0,0,0,0,6
Madhya Pradesh,Sheopur,2008,0,3,0,0,0,0,7,0,0,13
Madhya Pradesh,Shivpuri,2008,1,6,0,0,0,3,2,0,0,16
Madhya Pradesh,Sidhi,2008,1,7,1,0,0,0,0,0,0,8
Madhya Pradesh,Sihore,2008,0,5,0,0,0,0,0,0,0,6
Madhya Pradesh,Singrauli,2008,0,2,0,0,0,0,0,0,0,5
Madhya Pradesh,Tikamgarh,2008,0,3,0,0,0,0,1,0,0,6
Madhya Pradesh,Ujjain,2008,1,2,0,0,0,0,0,0,0,4
Madhya Pradesh,Umariya,2008,1,1,0,0,0,1,13,0,0,7
Madhya Pradesh,Vidisha,2008,0,4,0,0,0,0,3,0,0,5
Madhya Pradesh,Total,2008,45,234,20,1,0,11,169,0,0,591
Maharashtra,Ahmednagar,2008,0,3,0,0,0,3,1,0,2,8
Maharashtra,Akola,2008,0,0,0,0,0,0,1,0,0,0
Maharashtra,Amravati Commr.,2008,0,2,0,0,0,0,1,0,1,1
Maharashtra,Amravati Rural,2008,2,6,0,0,0,0,2,0,3,3
Maharashtra,Aurangabad Commr.,2008,0,0,0,0,0,0,0,0,0,0
Maharashtra,Aurangabad Rural,2008,0,1,1,0,0,1,1,0,0,1
Maharashtra,Beed,2008,0,0,0,0,0,0,1,0,0,5
Maharashtra,Bhandara,2008,0,1,0,0,0,0,0,0,2,6
Maharashtra,Buldhana,2008,0,0,0,0,0,0,0,0,1,4
Maharashtra,Chandrapur,2008,0,3,1,0,0,0,0,0,2,12
Maharashtra,Dhule,2008,0,0,0,0,0,1,1,0,5,7
Maharashtra,Gadchiroli,2008,0,1,0,0,0,0,0,0,4,3
Maharashtra,Gondia,2008,1,2,2,0,0,0,1,0,0,5
Maharashtra,Hingoli,2008,0,3,0,1,0,0,0,0,0,1
Maharashtra,Jalgaon,2008,1,2,0,0,0,0,0,0,5,3
Maharashtra,Jalna,2008,0,1,1,1,0,0,0,0,0,0
Maharashtra,Kolhapur,2008,0,0,0,0,0,0,0,0,0,0
Maharashtra,Latur,2008,1,0,0,0,0,0,0,0,0,0
Maharashtra,Mumbai Commr.,2008,0,0,0,0,0,0,0,0,1,0
Maharashtra,Mumbai Rly.,2008,0,0,0,0,0,0,0,0,0,0
Maharashtra,Nagpur Commr.,2008,0,0,0,0,0,0,1,0,0,1
Maharashtra,Nagpur Rly.,2008,0,0,0,0,0,0,0,0,0,0
Maharashtra,Nagpur Rural,2008,0,3,0,0,0,0,0,0,1,7
Maharashtra,Nanded,2008,0,0,0,0,0,0,0,0,0,0
Maharashtra,Nandurbar,2008,2,0,0,0,0,0,1,0,2,4
Maharashtra,Nasik Commr.,2008,0,0,0,0,0,0,1,0,0,0
Maharashtra,Nasik Rural,2008,0,1,0,0,0,1,1,0,3,8
Maharashtra,Navi Mumbai,2008,0,0,1,0,0,0,0,0,0,1
Maharashtra,Osmanabad,2008,1,0,0,0,0,0,1,0,1,4
Maharashtra,Parbhani,2008,0,0,0,0,0,0,1,0,0,1
